text,label
"Becher ist leider etwas zu klein, den bei normaler Füllung  in unserem Cafe lässt sich der Deckel nicht mehr drauf-schrauben, da der Becher dann zu voll ist.Ansonsten ist der Becher o.k. Der Kaffee bleibt lange warm.",0
Der Becher hält was er verspricht. 👍🏽Ich bin sehr zufrieden.,0
Klasse teil👌,2
alles wie es sein muß,0
Sehr gut verwende es schon lange !!!,0
"Wir nehmen diese Tabs favorisiert für unsere Geschirrspülmaschine.Nachdem wir einige andere Sorten ausprobiert haben, waren wir immer unzufrieden damit. Nun wird unser Geschirr endlich gut sauber und wir sind total zufrieden damit.Die Tabs lösen sich ohne Probleme auf und sie haben keinen unangenehmen Geruch. Das Beste daran ist die selbstauflösende Folie. Lästiges Auspacken entfällt! Das ist ein großer Vorteil.",0
"Ich habe lange von anderer Marke die Tabs benutzt und immer sehr zufrieden damit. Ich habe aber die Somat Tabs gekauft, weil sie in Angebot war…Seitdem sind Gläser, Teller usw. so schmutzig, dass ich sie noch mal abwaschen muss.An meiner Geschirrspülmaschine liegt nicht, weil ich bei meinem Sohn auch getestet habe und ist das selbe…Günstig wird teuer… FINGER WEG!!",2
"Reinigungsleistung ist sehr gut.Lösen sich auch gut auf.Die Wasserlösliche Folie ist praktisch, so braucht man die Dinger nicht einzeln auszupacken, was ja auch Abfall vermeidet",1
Toller Preis,0
Habe mir dieses Produkt für die Arbeit gekauft um dort Tee zu trinken.Knapp 2 Monate ging es gut nun ist es am Schraubverschluss undicht und beim trinken läuft in Schräglage Flüssigkeit aus daher wandert sie im Müll jetzt. Der verschluss ist bombenfest zu.Schade hätte mehr erwartet für das Geld.,0
Alles ist Ordnung,0
"Schöner Becher, eigentlich auch schöne Verarbeitung, hält ganz ok dicht. Nicht wie eine Thermosflasche, aber für den Kaffee Togo völlig ausreichend. Leider Null dicht.",2
"Sehr zu empfehlen, sehr auslaufsicher und robust. Ist schon ein paar mal runter gefallen und trotzdem absolut intakt, keine Beschädigungen. Hält lange warm.",0
Hält super warm.,0
"Hält lange warm, läßt sich gut säubern, Tolle Optik und Verarbeitung...Typisch Thermos",0
"Ich habe mich für diesen Becher aufgrund des Designs entschieden. Leider hielt die Freude daran nicht lang. Bereits nach wenigen Wochen fing die schwarze Farbe an abzublättern, bei regelmäßiger Wäsche in der Spülmaschine. Auch verhakt sich manchmal der Druckverschluss bei meinem Exemplar, so dass mehrmaliges draufdrücken notwendig ist, damit dieser wieder vernünftig einrastet. Wenn der Becher stark mit der Hand geschüttelt wird (ich bereite mir manchmal Instantkaffee in dem Becher zu) entweichen einige Tropfen des Inhalts.Falls sich jemand für diesen Becher entscheidet dann zumindest in der Version ohne Lackierung.",0
Der Becher sieht in weiß super edel aus. Qualität ist wie immer top von der Marke. Auslaufsicher und hält das Getränk lange heiß. Ideal auch als Geschenk für Frauen zu Weihnachten die sich einen schönen Thermo Becher wünschen :),0
einfach ungeeignet zum Geschirr spülen!Das ist ein sehr schlechtes Produkt!,2
"Ecover Color Waschpulver Konzentrat Lavendel ist mein Lieblings Waschmittel für meine Buntwäsche.Die Wäsche wird sauber, hat einen angenehmen herrlichen Duft (sehr dezent, nicht aufdringlich) und ich habe keine Hautauschläge mehr.Ich verwende Ecover Waschpulver seit nun über 2 Jahren und konnte nichts negatives feststellen.",0
"Ich habe dieses Produkt jetzt schon 6 Monate oder längere getestet kommen wir zum positiven leicht zu reinigen, schönes wertiges Design und material und hält die Getränke sehr sehr lange warm. Gut fürs Auto. In den Rucksack würde ich es nicht stecken das es sonst aufjedenfall ausläuft wegen dem öffnungssystem. Man verbrennt sich auch sehr sehr stark wie ich spüren durfte wen man ein heißes Getränk reintun und so nach 2 Stunden daraus trinkt.",1
"Hab den Becher jetzt schon eine Weile in Gebrauch. Anfangs war ich hin und weg. Jedoch den einen Deckel mit dem Knopf kann man nicht empfehlen, in den Gewinden des Deckels sammeln sich nämlich Reste, in meinem Fall von Cappuccino, obwohl ich ihn mehrmals in die Spülmaschine stellte. Sprich, er wird nicht richtig sauber. Das fiel mir auf, als ich ihn per Hand reinigte und ihn regelrecht gegen das Waschbecken schlagen musste, um die Reste zu lösen. Das war keine schöne Angelegenheit. Der andere Deckel ist dagegen in Ordnung und einfacher sauber zu halten. Mit der Leistung bin ich aber auch nicht ganz zufrieden, er hält meine Getränke maximal eine Stunde warm, niemals sechs Stunden, wie angegeben. Dafür ist er aber auslaufsicher. Ich finde den Becher eher meh, kann man nutzen, gibt aber bestimmt besseres.",1
"Ich hatte den Becher erst für meinen Freund gekauft, aber dann nach dem ersten Benutzen war ich so begeistert, dass ich mir auch einen bestellt habe. Sieht gut aus, hält warm, ist dicht, obwohl ich dazu sagen muss dass ein kleiner Tropfen der sich zwischen Behälter und Deckel sammelt erst abgegossen/abgetrunken werden muss, bevor man den Becher in die Tasche werfen kann. Aber es ist nur ein Tropfen und wenn man richtig abtrinkt ist da gar keiner. Der Verschluss ist einfach zu öffnen und zu schließen, ab und zu muss man einen kleinen Unterdruck lösen, aber dann funktioniert es perfekt. Ich finde den Becher prima und man schont die Umwelt, ausserdem ist er leicht auseinander baubar und daher gut zu reinigen.",2
sehr gute Verarbeitung und hält lange den Kaffee heiß.,0
Hat einen stabilen Halt auch ohne Becherhalter. Ist gut zu Reinigen und ist absolut Auslaufsicher.,0
"Design ist gelungen. Jedoch die Ausführung, speziell die Lackierung löst sich nach 8-monatiger Benutzung vom Becher ab.Es scheint mir die Grundierung ist nicht ausreichend und der Becher sehr Kratzempfindlich ist!.",0
"Alles bestens, gerne wieder",0
Super für meine Nachtschichten. Inhalt reicht für eine Schicht. Kaffee oder Tee sind mindestens 6 Stunden heiss.Sehr gutes Produkt.,0
"Bin begeistert. Der Becher hält was er verspricht. Spülmaschinenfest, Auslaufsicher und keinen seltsamen Geschmack. Der Deckel lässt sich super reinigen.",2
Alles war gut; leider geht die Oberfläche nach nur 2 Monaten weg.,2
"... Die Lackierung löst sich trotz handwäsche einfach ab 😩Ich habe mittlerweile ausser dem Becher noch 4 Trinkflaschen und einen Wunder Jar Speisen behälter und alle haben kein Problem mit dem Lack.Sehr schade, da die Wärme Leistung fantastisch ist",2
"Super Thermo-ToGo-Becher! Die Trinköffnung ist am Rand, nicht in der Mitte, das war für mich eines der wichtigsten Merkmale, denn dann ist nicht immer der ganze Deckel eingesaut, wenn man trinkt! Hält super warm, allerdings spüle ich ihn vor Benutzung ganz heiß aus! Und das allerwichtigste für Benutzung im Auto, der Becher ist absolut dicht!",0
Sehr gut und leicht zum reiniegen und er hält sehr lange heiß,0
"Der Emsa Thermobecher wurde von mir mit offen gestanden eher gemischten Erwartungen bestellt. Ich habe zig Becher unterschiedlicher Marken und Preisklassen probiert, aber dennoch hat mich nichts wirklich überzeugt. Einzig mein Anfang des Jahres in den USA erworbener Thermobecher ist zumindest absolut dicht und hält auch recht lange warm, lässt sich aber besch… reinigen und schlackert im Getränkehalter meines Auto's recht wirr umher. Gerade letzteres hat mich noch am meisten genervt und ich habe den Emsa-Becher primär deshalb erst einmal bestellt, da er hervorragend in den Becherhalter meines BMW passt. Die Thermo-Beständigkeit war sekundär, da der Kaffee eh meistens bald getrunken wird, nur die Dichtigkeit ist absolut wichtig. Gerade wenn ich morgens meinen Hauszwerg in die Kita bringe befindet sich der Isobecher erst einmal in meiner Umhängetasche, bis ich den Kaffee nach Ablieferung des Stammhalters endlich im Auto auf dem Weg ins Büro geniessen kann.Also auf den Punkt gebracht nach mehreren Wochen intensiver Nutzung => Der Becher ist absolut dicht, es läuft nicht das Geringste aus. Der Becher lässt sich genial einfach und gut reinigen wie keiner meiner bisher erstandenen Modelle. Er passt genial in den Getränkehalter des Autos und das beste… ja, er hält auch noch grandios warm. Ich spüle den Becher nie mit heißem Wasser vor, sondern fülle die zwei Espresso und die heisse Milch direkt in den „kalten“ Becher. Der „Flatwhite“ ist nach zwei Stunden immer noch zu heiß zum schnellen inhalieren, muss also immer noch vorsichtig getrunken werden.  Kein Fehlkauf bislang oder mit anderen Worten... klare Kaufempfehlung!",1
Es hat alles super geklappt,0
"Super Amazon Angebot. Super Reinigungsleistung. Das einzige was einige Hersteller dringend benötigen ist, mit der Zeit zu gehen und unsere Umwelt bitte etwas zu schonen.Grund: Sieht bitte die Bilder. Viel Verpackungsluft. Beim Online Kauf, brauche ich nichts fühlen, Tasten oder mich von der Verpackung überzeugen. Ich kann ja die Hersteller verstehen wenn Sie vor Ort Produkte für den Kunden Marketingstrategich ausstatten, doch beim Online Kauf, zählen Zahlen und Gewicht.Von den 7 Verpackungen reichen 3 Vollkommen aus. Also 4 Verpackungen plus 1 Umverpackung zu viel.Die einigen negativen Beurteilungen kann ich nicht nachvollziehen. Insbesondere der Behauptung, dass die Tabs gebrochen seien und in den Tütchen pulver ähnlich sein sollen. Bei mir war kein einziger Tap gebrochen oder dergleichen. Lieferung war Einwandfrei.Bitte Verhältnismäßigkeit bei der Bewertung berücksichtigen. Das Angebot für ein Markenhersteller und Markenprodukt mit sehr Guten Leistungen, sollte man auch nicht mit billigen Discounter Ware vergleichen.SCHADE DESHALB EIN PUNKT ABZUG.",0
"Ich habe mir den Becher für meine Außendiensttermine gekauft. Er ist super groß, leicht zu reinigen und hält wirklich warm. Der Kaffee war sogar nach 3 Stunden im geparkten Auto bei -5 grad noch lauwarm! Ich wollte zuerst den rosafarbenen, bin aber aufgrund des Musters doch froh, mich dagegen entschieden zu haben :-)",0
"Sehr gute Verarbeitung, Getränke bleiben lange warm, guter Verschluss. Preis geht in Ordnung. Bin mehr als zufrieden.",0
"Diese Thermotassw sieht schön aus, sie läuft nicht aus, sie hält lange heiß, von außen ist es nicht zu heiß, wenn man sie anfässt und es lässt sich sehr schon daraus trinken!",0
Super thermobecher. Deckel schwer zu reinigen,0
"Mann muss auf jedenfall vor dem Befüllen kurz heißes oder kaltes Wasser einfüllen,verlängert sich der Effekt deutlich",0
"Nachdem ich schon mehrere Thermobecher verschiedener Marken gekauft und ausprobiert habe, kann ich nur bestätigen dass der von Milu meine Erwartungen am besten erfüllt hat. Der Becher hält die Getränke über einen längeren Zeitraum warm und das ist für mich das eigentliche Kaufargument. Auch nach einigen Stunden lässt sich der Kaffee noch trinken. Die Verarbeitung des Produkts ist sehr gut, der Verschluss hält dicht (Getränke laufen nicht aus) und die Lieferung erfolgte pünktlich und ohne Probleme.Kann dieses Produkt eigentlich nur empfehlen.",2
"Ein sehr schöner Thermobecher, leicht handlich und hält was es verspricht. Habe mir gleich 2 Bestellt. Super Verkäufer und super schnelle Lieferung",0
Der Becher ist absolut auslaufsicher.Leicht zu reinigen ist er auch.Und die Wärmeleistung ist optimal.,0
Sehr gut und praktisch,0
Sehr gut,0
Produkt erfüllt meine Erwartung.,0
Bin voll und ganz damit zufrieden. Würde es immer wieder bestellen. Lieferung schnell,0
ein wirklich kraftvoller Tab....in der Box kann nichts feucht werden....alles prima...preis war auch top....kann ich wirklich empfehlen....,0
"Hier bekommt man ein kleines Platz-Spar-Wunder mit 35 Somat-Tabs. Die Packung kommt gefühlt komplett ohne unnötigem Plastik aus 👍Durch die biologisch abbaubare, wasserlösliche Folie, die die Tabs umgibt, kann der Tab einfach direkt in die Spülmaschine gegeben werden und erledigt dann seinen Job - und das absolut zufriedenstellend. Kein lästiges Auspacken aus dem Plastik, kein Salz oder Klarspüler nachfüllen. Die Somat Gold-Tabs sind da absolut benutzerfreundlich.Wir sind absolut zufrieden mit der Handhabung und vor allem der Reinigungsleistung - 5 Sterne 😊",2
Sehr zufrieden mit dem Produkt,0
Genauso wie erwartet,0
"Stylisch, leicht zu reinigen und hält kalt was kalt gehört und heiß was heiß gehört. Der Verschluss ist besonders gut 360 grad trinkbar",0
gerne wieder,2
Verlässlicher täglicher Begleiter am Weg in die Arbeit oder bei längeren Autofahrten. Wärme hält sich extrem lange. Vollkommen auslaufsicher. Super zu reinigen durch den zerlegbaren Deckel. Klare Kaufempfehlung!,0
Getränke bleiben lange heiß und ist auslaufsicher,0
Viel positives ABER was hilft es wenn die Grundfunktion des Verschluss nicht gegeben ist.Nach 2-3 mal im Gebrauch hakt der Poch-Deckel. Geht leider zurück.,1
"Super Becher, hält Getränke wahnsinnig lange warm. Oft muss man den Deckel mal eine Zeit lang abschrauben, damit heißer Kaffee überhaupt trinkbar wird",0
"Name ist ProgrammNoch nicht verwendet. Werrde Später darüber berichten, wenn ich es verwerndet habe. Aber Peril ist immer gut",0
Produkt erfüllt seinen Dienst. Ersatzteile wurden schnell nachgeliefert. Sehr guter Service.,0
Definitive Kaufempfehlung. Alles wird sauber auch ohne händisches Vorspülen.,2
"Einfach ein klasiker. Sieht gut aus, die haptik ist top und das wichtigste: er ist tatsächlich auslaufsicher und das auch nach einer langen Zeit. Ist mittlerweile mein zweiter und mit beiden bis jetzt kein Problem. Der erste ist leider verloren gegangen, hat aber ein jahr dienst verrichtet ohne gemalt undicht zu sein. Das einzige was ich etwas unbequem finde, ist die Reinigung. Da wirbkeine spülmaschine haben, reinige ich per Hand. Des ist aber etwas kompliziert da man nicht wirklich gut reinigen kann (außer man hat schmale frauenhände). Aber das ist mein persönliches empfinden. Dies schmälert nicht die Qualität des Bechers. Ich bin mir sehr sicher das der jetzige ebenfalls gute Dienste leisten wird.",0
"Wir kaufen den Quantum Ultimate seit Jahren. Es werden nur dicke Fettreste abgespült, der Rest geht in die Spülmaschine. Raus kommt - egal was drin war - saubere Tischware, fleckenlos. Besteck genauso, kann direkt in den Schrank geräumt werden. Super Produkt - seit Powerball Quantum Ultimate haben wir keine Rückläufer die zum zweiten Mal in die Maschine müssen oder Reste, die abgekratzt werden müssen. Auch sehr gut für Tiernäpfe und Tier-Flaschen sowie für Pfannen und Gitter (Airfryer und Abzugshaube) sowie Teile der Werkstatt (Boxen etc.).",0
Ich habe lange gesucht und habe jetzt den perfekten Becher gefunden. Schönes klassisches Design trifft gute Funktionalität.,0
Alles super höhlt lange warm und einfach in der Spülmaschine zu reinigen,0
"Hält nicht so lange warm, habe auch die 0,47 l Kaffeekanne von Thermos. Hält doppelt so lange warm und kostet gleich.",0
Geschirr wird sauber!,0
"Ich habe das Produkt mit 140 Tabs gewählt, um unteranderem Kunststoff-Verpackung zu sparen. Das war leider nichts, da es sich um sieben Packungen a 20 Stück handelt. Dann doch wieder eine kleinere Verpackungseinheit (zum Beispiel 80 Stück), die in einer Packung geliefert werden.",2
Der Trinkbecher hält super gut warm! Allerdings löst sich das Ettiket/Logo nach nur 3 Wochen Nutzung und Handwäsche. Das ist dann doch sehr enttäuschend,0
"Absolut zu empfehlen, bin begeistert. Habe schon mehrere davon. Nehme sie gerne mit zur Arbeit, der Kaffee bleibt bis in den Nachmittag hinein heiß. Absolut Auslauf sicher kann man auch auf dem Kopf transportieren. Deswegen jederzeit wieder.",2
"Die Anwendung ist kinderleicht und selbst für Laien sofort machbar. Einfach samt Folie (die muss nicht entfernt werden) in das Tabfach legen.Richtig klasse und absolut gelungen ist die Verpackung. Alle Tabs ordentlich übereinander gestapelt und nicht mehr so eine riesige übergroße Verpackung, die nur halb gefüllt ist.So lassen sich die drei Packungen a 35 Tabs perfekt fast überall verstauen.Die All-In-One Tabs halten das, was sie versprechen. Sie lösen selbst hartnäckigen angetrockneten Dreck wunderbar.Eingebranntes oder selbst getrocknete Kartoffelreste schaffen auch diese Tabs nicht. Da hat der Hersteller ein wenig zu viel versprochen.Da der Rest jedoch passt und die Verpackung für mich eine kleine Innovation ist, bin ich sehr zufrieden.",0
"Haben uns zwei blaue Emsa Reisebecher bestellt. Sie sind treue Begleiter, wenn wir unterwegs sind, sowohl für heisse wie auch kalte Getränke. Wärmeisolierung für unsere Zwecke völlig ausreichend. Das Wichtigste: es ist uns noch nie ein einziger Tropfen Flüssigkeit unbeabsichtigt ausgelaufen. Top! Zur gründlichen Reinigung die Teile des Deckels auseinanderschrauben. Wir geben die Becher sicherheitshalber nicht in den Geschirrspülautomaten, obwohl sie dafür geeignet zu sein scheinen. Wir reinigen lieber per Hand, womöglich halten die Kunststoffteile dann länger. ""German Design"". Made in China.",0
Artikel beschädigt. Als Geburtstag geschenkt war's richtig unangenehm.,2
Das ist der ultimative Warmhaltebecher. Mein Mann hat ihn morgens mit ins Auto genommen auf dem Weg zu einem Meeting. Halb ausgetrunken und am Nachmittag war der restliche Kaffee noch gut warm. Sensationell. Jetzt habe ich auch einen und meinem Mann noch einen für Tee bestellt. Wir sind restlos begeistert. Ich habe alle vorher gekauften Versuche anderer Hersteller nun entsorgt.Leider bin ich bei meiner Suche nach einer schönen Thermos Kaffeekanne für den Kaffeetisch nicht fündig geworden. Suche aber weiter. Danke für den genialen Becher.,0
Spülmaschinentabs. Geschirr glänzt und wird sauber,0
"Im Gegensatz zu anderen hier wollte ich einen Becher, der mein Wasser möglichst lange kalt hält und aus dem ich bequem mit einer Hand trinken kann.Das klappt hervorragend mit diesem hier. Ich habe ihn in schwarz. Er liegt nun regelmäßig in meiner Handtasche und läuft nicht aus!Ich habe ihn im Angebot für unter 20€ bekommen und diesen Preis ist er auf jeden Fall Wert. Werde für meine Tochter auch einen für die Schule kaufen.",0
"Wie mit meinem ersten Emsa Travel Mug bin ich auch hier hochzufrieden. Verarbeitungsqualität stimmt soweit, Kaffee bleibt lange warm und auslaufsicher ist der Becher auch.Nur einen einzigen, kleinen negativen Punkt konnte ich finden: nach dem Trinken bleiben aufgrund der Konstruktion halt ein paar Tropfen Kaffee hängen. Die könnten dann, wenn man den Becher liegend transportiert halt ""auslaufen"".Sonst kann ich die Becher aber uneingeschränkt empfehlen!",0
Super endlich mal heißen Tee,2
"Ich habe mir den Becher für den Urlaub gekauft und war mehr als zufrieden! Das Material wirkt hochwertig, heiße Getränke bleiben über Stunden lang warm und die Reinigung ist wunderbar einfach.Es sollte allerdings beim Befüllen darauf geachtet werden, dass man den Becher nicht zu voll macht und bei geschlossenem Deckel dann noch einmal kopfüber über das Waschbecken hält. So bekommt man die letzte Flüssigkeit aus dem Verschluss und man kann sichergehen, dass auch wirklich alles dicht ist.Außerdem sollte man etwas Acht geben, wenn man den Becher mit warmen Milchgetränken (Kakao, Kaffee, etc.) nutzt und den Inhalt dann entsprechend zügig trinken, da die Milch sonst schnell mal unbekömmlich wird.Bei mir waren die Getränke nach 3 Stunden aber immer noch gut genießbar.Wahrscheinlich hilft es hier auch, die Getränke erst in eine Tasse zu gießen und nicht direkt aus dem Becher zu trinken.Von mir gibt es auf jeden Fall eine Kaufempfehlung, sei es für Unterwegs, für die Arbeit oder den Urlaub!",0
"Der beste Thermobecher, den ich je hatte. Beim Transport kommt der Becher schon mal in die Schräglage, aber das macht überhaupt nichts, denn er ist total dicht. Das merkt man auch an der Temperatur, die eingefüllten heißen Getränke halten sich superlang warm.Auch die Reinigung ist total einfach, da spülmaschinenfest und der Deckel lässt sich problemlos in seine Teile zerlegen.Ein Thermobecher, denn ich nicht mehr missen mag.",1
"konnte aber persönlich keinen großen Unterschied zu den Tabs Somat 7 All in 1 oder 10 All in 1 Extra, die ich für gewönhlich kaufe, feststellen.Bis auf die wasserlösliche Folie (ganz schön nett) bilde ich mir eine geringfügig geringere Geruchsbildung, könnte aber schlicht und ergreifend an der GeSp Pflege liegen....Kunststoff wird genauso wenig trocken wie bei den andren Tabs, hier liegt es an der geringen Wärmeaufnahme der Teile, nicht an den TabsGlas glänzt nicht mehr oder weniger wie sonst, alte Wasserflecken lächeln nachwievor einen anAngebranntes (in der Gradierung Dunkelbraun bis Schwarz) will wie immer vorbehandelt werden, hier können Tabs auch keine Wunder vollbringenFazit: gute Tabs, beim nächsten Mal kaufe ich aber wieder 7 in 1 / 10 in 1 je nach Preis.",0
"Somat ist nicht zu Unrecht eine der großen Marken.Hier gibt es die Tabs, mit selbstauflösender Folie, in einer sehr sparsamen Verpackung. Gefällt mir aber sehr gut, weil es so auch platzsparend bei der Aufbewahrung ist.Die Ergebnisse können sich sehen lassen, ganz gleich, welches Programm man wählt. Selbst beim Kurzprogramm gibt es nichts zu beanstanden. Das Geschirr ist blitzeblank sauber. Auch ein lästiges Nachputzen entfällt.Was soll man noch sagen? Macht was es soll und wie man es von so einer Marke auch erwarten kann. Gerne meine Weiterempfehlung.",0
alles bestens,0
"Aufpassen beim Trinken, dass der Kaffee auch nach Stunden noch ganz schön heiß ist.",0
Top Produkt. Alles sauber und rein.Meiner Meinung nach sieht die Spülmaschine nach Nutzung dieser Tabs auch sauberer aus und. Glänzt mehr.,2
"Die Füllmenge des Bechers ist prima. Auslauf habe ich nicht, aber habe ich auch nicht versucht. Auffällig finde ich, dass er schon nach einige Stunden an Wärme verliert. Um etwa 6.15 fülle ich meinen Becher mit heißem, frischgekochten Kaffee (mit kochendem Wasser!), um 10 Uhr ist der Kaffee gerade noch warm, aber sicherlich nicht mehr heiß. Das bedauere ich sehr..",0
"Leider läuft der Becher in der Tasche und beim Trinken aus. Beim genaueren betrachten sieht man auch, dass der Deckel den Becher nicht richtig abdichtet. Sehr ärgerlich wenn man sich beim Trinken durch das Kleckern verbrennt und mit Kaffeeflecken den Arbeitstag beginnen muss.Ich hatte schon einmal einen Becker dieser Marke, mit dem ich sehr zufrieden war, umso größer ist jetzt natürlich die Enttäuschung.",0
"Sehr gute Handhabung, hält sehr lange warm, bin sehr zufrieden!",0
Sehr wertig!,0
Ich liebe das Teil; seit einem Jahr mein täglicher Begleiter. Wärmeisolation ist für so einen kleinen Becher echt gut gelungen. Fast zu gut...,2
"Ich liebe diese Thermobecher. Besitze selber 2 verschiedene Größen und habe diesen jetzt verschenkt. Meine habe ich ständig im Gebrauch. Allerdings nur für Tee. Es lässt sich sehr gut daraus trinken, da der Deckel einen gewissen Vorlauf ermöglicht, so dass man sehr heißen Tee schlürfen kann wie aus einer Tasse. Und der Tee bleibt sehr lange heiß! Da man den Deckel auseinanderschrauben kann, lässt er sich recht gut reinigen. Er ist absolut auslaufsicher, es sei denn, man vergisst, durch Knopfdruck wieder zu verschließen, was mir leider schon öfters passiert ist. Für die täglichen Spaziergänge der perfekte Begleiter. Sehr nachhaltig finde ich, dass man den Verschluss nachkaufen kann.",0
Der Becher ist leicht sauber zu machen und hält lange warm.,0
Tabs sind wirklich super. Ich habe leider eine nicht ganz so gute Spülmaschine aber hiermit wird das Geschirr trotzdem super sauber.  Desweiteren haben diese Tabs einen sehr frischen und angenehmen Geruch.,0
"Gestern gekauft, heute schon angekommen und es wird auch gleich draus getrunken. Schickes Design, hælt lange heiss. Tropft nicht, ich liebe diesen Becher. Klare Kaufempfehlung.",0
Praktischer Thermobecher da auch perfekt für Getränkehalterung im Auto geeignet ☕️😋 frischer heißer Kaffee oder auch Tee sind locker 4h heiß aufbewahrt und das Aroma bleibt auch erhalten. Überraschte Gesichter bei jeder Coffee-To-Go Ausgabe garantiert 🤣 Absolutes Must-have und ein kleiner aber wertvoller Beitrag zur Reduktion des täglichen Livestylemülls (Einmalplastikbecher etc.)Kann es nur jedem Weiterempfehlen der gerne auf nutzlose Werbe-Plastikbecher verzichten kann 😊👍🍀 Top Produkt !,2
"Sehr gut. Bleibt eigendlich zu lange warm. Wenn du ein te machst, bis er trinkbar ist dauert es eine stunde",2
Der Artikel wurde angeboten mit 182 Tabs (7 Pakete á 26). Ausgeliefert wurden nur 6 Pakete á 26 . Ärgerllich,0
"Ich war immer begeistert von den Tabs, das Geschirr wird wirklich sauber, die neuen sind aber eine Frechheit. Sie stinken, Teile aus Kunststoff (Schöpfer, Silikonkuchenformen, Mikrowollengeschirr...) nehmen den Geruch an und alles was damit in Berührung kommt schmeckt danach.  Echt schade ums Geld. Werde mir etwas anderes suchen, das sauber Wäsche und nicht so schrecklich stinkt.",1
Die besten Thermobecher die wir jemals hatten!!Die Warmhaltefähigkeit ist enorm und z.B. der Kaffe ist auch nach 3 Stunden noch wohl temperiert zum trinken!Absolute Zufriedenheit...!!!,0
"Top Ware erhalten, wurden im Angebot gekauft. Lohnt sich meine Meinung auch nur dann.Versand war wie gewohnt schnell.",0
Alles super gelaufenImmer gerne wieder weiter so bin sehr zu Frieden,0
Mehr erwartet als ich die Beschreibung gelesen habe. Lösen eingetrocknete Reste nicht wie versprochen oftmals bleibt an Besteck etwas zurück. Außerdem hinterlassen sie Kalk Flecken und manchmal einen komischen Film.,0
"Der Thermobecher ist dicht und gut verarbeitet. Mein Kaffee bleibt wirklich sehr lange warm. Gleichzeitig bleibt die Außenwand des Bechers schön kühl, sodass man sich nicht verbrennen kann. Toll! Sehr zufrieden.",1
Der obere Bereich zum trinken ist so Kratzer anfällig dass das Trinken aus dem Becher unangenehm wird.,0
Sehr gutes Produkt.Toller Becher der Flüssigkeiten lange heiss oder kalt hält.Noch nie erlebt das der Becher ausläuft.Gut zu reinigen.,1
